ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor(s),Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,CombinedWith,Description
16172,EDIS,7700,001,Lecture,"3","Mary Abouzeid","Th 3:30PM - 6:00PM","Ruffner Hall 125","Foundations of Reading Instruction","",Open,3,12,0,,"The theoretical foundations of reading development are the focus of this survey course. Topics covered include: children's basic language development as a precursor to reading and as a medium for instruction, and how stage theories of reading development can inform instruction across a spectrum of readers from emergent to advanced."
19460,EDIS,7700,500,Lecture,"3","Jennifer Howell","Mo 12:46AM - 12:48AM","Web-Based Course","Foundations of Reading Instruction","",Closed,18,0,0,,"The theoretical foundations of reading development are the focus of this survey course. Topics covered include: children's basic language development as a precursor to reading and as a medium for instruction, and how stage theories of reading development can inform instruction across a spectrum of readers from emergent to advanced."
19510,EDIS,7700,501,Lecture,"3","Mary Abouzeid","Mo 1:30AM - 1:32AM","Web-Based Course","Foundations of Reading Instruction","",Closed,20,0,0,,"The theoretical foundations of reading development are the focus of this survey course. Topics covered include: children's basic language development as a precursor to reading and as a medium for instruction, and how stage theories of reading development can inform instruction across a spectrum of readers from emergent to advanced."
19461,EDIS,7710,500,Lecture,"3","Rebecca Perini","Mo 12:50AM - 12:52AM","Web-Based Course","Reading in the Content Areas","",Open,15,20,0,,"Familiarizes teachers with literacy instruction linked to content subjects, with an emphasis on how teachers in the upper elem., middle, & secondary grades can facilitate comprehension of nonfiction sources. Topics include practical assessments, evidence-based instruction in technical vocabulary & comprehension, affective and multicultural issues, writing in content areas, & technology."
20317,EDIS,7710,502,Lecture,"3","Michael McKenna","Mo 2:54AM - 2:56AM","Web-Based Course","Reading in the Content Areas","",Open,8,20,0,,"Familiarizes teachers with literacy instruction linked to content subjects, with an emphasis on how teachers in the upper elem., middle, & secondary grades can facilitate comprehension of nonfiction sources. Topics include practical assessments, evidence-based instruction in technical vocabulary & comprehension, affective and multicultural issues, writing in content areas, & technology."
16503,EDIS,7720,1,Lecture,"3","Marcia Invernizzi","Tu 3:30PM - 6:00PM","Ruffner Hall 127","Word Study: Language Structures, and Phonics","",Open,6,16,0,,"Focuses on the theory and research underlying the acquisition of orthographic knowledge. Explores the increasingly inextricable relationship between orthography and phonology, and the language structures inherent in morphological aspects of English spelling. Building on the history of English spelling, the course touches on cross-linguistic issues related to different orthographies"
19513,EDIS,7720,500,Lecture,"3","Jeradi Cohen","Mo 1:42AM - 1:44AM","Web-Based Course","Word Study: Language Structures, and Phonics","",Closed,17,0,0,,"Focuses on the theory and research underlying the acquisition of orthographic knowledge. Explores the increasingly inextricable relationship between orthography and phonology, and the language structures inherent in morphological aspects of English spelling. Building on the history of English spelling, the course touches on cross-linguistic issues related to different orthographies"
19463,EDIS,7751,500,Lecture,"3","Ottilie Austin","Mo 12:58AM - 1:00AM","Web-Based Course","Literacy Leadership and Coaching","",Closed,18,0,0,,"Literacy Leadership and Coaching is the capstone course for the Reading Masters program.  The course has two primary goals:  1) Examine the leadership role of the literacy specialist/coach and 2) Learn how to evaluate the reading program  (school level/district level) and implement change.   Both of these goals will be met by examining central issues related to literacy instruction, assessment, and leadership."
20687,EDIS,7751,501,Lecture,"3","Carrie Simkin","Mo 3:50AM - 3:52AM","Web-Based Course","Literacy Leadership and Coaching","",Closed,14,0,0,,"Literacy Leadership and Coaching is the capstone course for the Reading Masters program.  The course has two primary goals:  1) Examine the leadership role of the literacy specialist/coach and 2) Learn how to evaluate the reading program  (school level/district level) and implement change.   Both of these goals will be met by examining central issues related to literacy instruction, assessment, and leadership."
19515,EDIS,7810,500,Lecture,"3","Jessica Hockett","Mo 1:50AM - 1:52AM","Web-Based Course","Assessment of Curriculum: K-12","",Closed,13,0,0,,"Studies the implications for curriculum and data collection techniques of K-12 schools.  Specific attention is given to objectives, sequence, standards, and developments in each subject area."
20853,EDIS,7810,501,Lecture,"3","Jessica Hockett","Mo 5:22AM - 5:24AM","Web-Based Course","Assessment of Curriculum: K-12","",Closed,8,0,0,,"Studies the implications for curriculum and data collection techniques of K-12 schools.  Specific attention is given to objectives, sequence, standards, and developments in each subject area."
19270,EDIS,7842,1,Lecture,"3","Amanda Kibler","Tu 3:30PM - 6:00PM","Dell 2 102","Teaching ELLs: Theory, Policy & Practice","",Open,13,20,0,,"This course is designed to provide you with an overview to key issues related to the education of linguistic minorities (labeled ""English Language Learners,"" or ""ELLs"") in K-12 settings in the United States.  We will explore second language acquisition theory, language policy, pedagogical approaches, and the practices of ELLs and their teachers. Prerequisite: Curry Graduate"
16659,EDIS,7850,1,Lecture,"3","Robert Berry","Mo 6:00PM - 8:30PM","Ruffner Hall 123","Seminar","",Open,6,10,0,,"Course sections of this doctoral level seminar are aligned with special topics related to individual program areas. Students are advised to contact the program coordinator or their advisor for additional information on course content and scheduling."
16660,EDIS,7852,1,Seminar,"3","Peter Youngs","Th 3:30PM - 6:00PM","Ruffner Hall 175","Seminar: Reading Research","",Open,18,30,0,,"Students learn about major approaches to research and study exemplars of each. Students will learn to evaluate research reports on the basis of accepted standards for each approach. Prerequisite: Admission to doctoral program or instructor consent."
20178,EDIS,7886,1,Lecture,"3","Michael McKenna","Th 6:30PM - 9:00PM","Dell 2 102","Comprehension of Text","",Open,4,15,0,,"Explores what it means to comprehend a text and how the ability develops in children and adolescents. Examines comprehension theories from the perspectives of psychology, education, linguistics, and literacy theory. Participants also study the research on teaching reading comprehension to determine if schools can improve how students think and learn with texts."
16278,EDIS,7993,002,Independent Study,"1 - 6","Michael McKenna","TBA","TBA","Independent Study","",Open,0,30,0,,"Course permits students to work, under close faculty guidance, on an individual research project. Research done in this course may not be considered a part of thesis or dissertation work. Enrollment in this course should be limited to two three-credit registrations (six credits) at the doctorate level. Exceptions to this regulation should have the approval of the advisory committee and the dean of the School of Education."
